pair,pool,volume,vol_rank,Volume Share,tvl,tvl_rank,TVL Share,Fee Earned,fee_rank,Fee Share,Fee/TVL,apy,0.05_fee_total,0.3_fee_total,0.01_fee_total,1_fee_total,daily_volume,time,total_volume,Pool-Name,running_total_by_pool
REVV-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xa20ad630cee74bc834aa9b8fcb432c5c02710479"" target=""_blank"">🔗🦄 0xa20a...0479</a>",69405945.30197793,263.,8.176329508686604e-05,44.8912781521826,1575.,3.45492885836262e-08,208217.83590593372,344.,0.0001569517361843,463826.9269145555,2251.2876106889994,,208217.83590593372,,,21505932.7364718,2022-01-22T00:00:00+00:00,17404472744.077843,DAI / ETH 0.05% fee,17404472744.077847
UNI-WETH 0.05%,"<a href=""https://info.uniswap.org/#/pools/0xfaa318479b7755b2dbfdd34dc306cb28b420ad12"" target=""_blank"">🔗🦄 0xfaa3...ad12</a>",68802730.47786258,264.,8.10526811553026e-05,6235.43924037292,715.,4.798927511731737e-06,34401.36523893129,714.,2.593127518528201e-05,551.7071678959037,2.6778339931117667,34401.36523893129,,,,29832123.024018016,2022-01-23T00:00:00+00:00,17434304867.101864,DAI / ETH 0.05% fee,17434304867.101864
MET-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x19363890e559d365e943604286e448a19ffead9c"" target=""_blank"">🔗🦄 0x1936...ad9c</a>",68599927.13826498,265.,8.081376978786896e-05,1576.86926996102,973.,1.2135923437476565e-06,685999.2713826498,179.,0.000517096800071,43503.87723641844,211.1557871182544,,,,685999.2713826498,8249131.645785457,2022-01-24T00:00:00+00:00,17442553998.747646,DAI / ETH 0.05% fee,17442553998.747646
SYN-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x2dd35b4da6534230ff53048f7477f17f7f4e7a70"" target=""_blank"">🔗🦄 0x2dd3...7a70</a>",68578723.62788983,266.,8.078879110818757e-05,10516.207604904,628.,8.093498476819108e-06,685787.2362788982,180.,0.0005169369709309,6521.240945824392,31.652299803535943,,,,685787.2362788982,5936593.7254257295,2022-01-25T00:00:00+00:00,17448490592.473072,DAI / ETH 0.05% fee,17448490592.473072
WETH-DOGEGF 0.05%,"<a href=""https://info.uniswap.org/#/pools/0xe744f5e2edfdcb9fdb43b288ecb8b21c8487e888"" target=""_blank"">🔗🦄 0xe744...e888</a>",66853322.16780219,267.,7.875619133434033e-05,15932.0008073181,554.,1.2261608852850994e-05,33426.6610839011,718.,2.5196556621272166e-05,209.8083064905892,1.0183514876205455,33426.6610839011,,,,10096278.464167465,2022-01-26T00:00:00+00:00,17458586870.93724,DAI / ETH 0.05% fee,17458586870.93724
DOLA-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x7c082bf85e01f9bb343dbb460a14e51f67c58cfb"" target=""_blank"">🔗🦄 0x7c08...8cfb</a>",66406214.57999864,268.,7.82294786805741e-05,39574.0396270799,401.,3.045702799685972e-05,199218.64373999592,349.,0.0001501682691073,503.4073994398937,2.443400276536718,,199218.64373999592,,,3919324.4714237433,2022-01-27T00:00:00+00:00,17462506195.408665,DAI / ETH 0.05% fee,17462506195.408665
NII-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x5aac14ca709846c709f746350ca1f739462027a3"" target=""_blank"">🔗🦄 0x5aac...27a3</a>",66291514.920426704,269.,7.809435737257751e-05,8160.00119239995,670.,6.280111586113366e-06,198874.5447612801,351.,0.0001499088920377,2437.1876924050894,11.829434943189597,,198874.5447612801,,,4554211.261885095,2022-01-28T00:00:00+00:00,17467060406.67055,DAI / ETH 0.05% fee,17467060406.67055
OHM-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x8406cb08a52afd2a97e958b8fad2103243b6af3e"" target=""_blank"">🔗🦄 0x8406...af3e</a>",66231457.1168216,270.,7.802360660480008e-05,1085.45260849588,1045.,8.353875620926304e-07,198694.3713504648,352.,0.0001497730798027,18305.20925513248,88.84842258142761,,352464.6628006503,,,4551687.74807682,2022-01-29T00:00:00+00:00,17471612094.41863,DAI / ETH 0.05% fee,17471612094.41863
USDC-oneBTC 0.01%,"<a href=""https://info.uniswap.org/#/pools/0x8324be628543be4a8ee4448c1a269cad3da487f6"" target=""_blank"">🔗🦄 0x8324...87f6</a>",65431684.6741799,271.,7.708143904342557e-05,86.382068106708,1489.,6.648148866137834e-08,6543.16846741799,1062.,4.932150248509931e-06,7574.683740304986,36.76541975015053,,,6543.16846741799,6543.16846741799,5460728.078568799,2022-01-30T00:00:00+00:00,17477072822.497196,DAI / ETH 0.05% fee,17477072822.497196
OHM-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x584ec2562b937c4ac0452184d8d83346382b5d3a"" target=""_blank"">🔗🦄 0x584e...5d3a</a>",65382562.943528175,272.,7.702357145670833e-05,4943.85326607262,760.,3.8048952989399633e-06,653825.6294352817,182.,0.0004928447520126,13225.02093503027,64.19059363412299,,,,6920937.118922271,5270033.862617086,2022-01-31T00:00:00+00:00,17482342856.359814,DAI / ETH 0.05% fee,17482342856.359814
WETH-AVINOC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x27a9ff745cf1dd366d94267cb4ade2350588a187"" target=""_blank"">🔗🦄 0x27a9...a187</a>",64826808.674301535,273.,7.636886817282021e-05,1970.97159774762,926.,1.516901931147232e-06,194480.4260229046,356.,0.0001465966658684,9867.236354149003,47.89283602745194,,194480.4260229046,,,4652477.677457891,2022-02-01T00:00:00+00:00,17486995334.03727,DAI / ETH 0.05% fee,17486995334.03727
WETH-WOOFY 1%,"<a href=""https://info.uniswap.org/#/pools/0x11a38dbd302a30e52c54bb348d8fe662307ff24c"" target=""_blank"">🔗🦄 0x11a3...f24c</a>",64606745.22876148,274.,7.610962363177639e-05,363.791798056897,1250.,2.799819549092725e-07,646067.4522876148,184.,0.0004869967449595,177592.6383548015,861.9855452061507,,,,646067.4522876148,18975894.326029625,2022-02-02T00:00:00+00:00,17505971228.3633,DAI / ETH 0.05% fee,17505971228.3633
WETH-CUBE 1%,"<a href=""https://info.uniswap.org/#/pools/0x9e5bfb074aa3a90daf84484f9e099ad39d64d578"" target=""_blank"">🔗🦄 0x9e5b...d578</a>",64140927.12550675,275.,7.55608691573937e-05,151.724424394073,1389.,1.1677036474223312e-07,641409.2712550674,185.,0.0004834854722708,422746.2215240565,2051.893229471817,,,,641409.2712550674,19256995.77840526,2022-02-03T00:00:00+00:00,17525228224.141705,DAI / ETH 0.05% fee,17525228224.141705
HDRN-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x78d4704c65dfd869f7f44d78c3fbbbdb5b412c71"" target=""_blank"">🔗🦄 0x78d4...2c71</a>",63719298.896301895,276.,7.506417232297357e-05,721.027675752983,1122.,5.549183331764837e-07,191157.8966889057,357.,0.0001440921890294,26511.86675868937,128.6812681771492,,191157.8966889057,,,33960872.40524723,2022-02-04T00:00:00+00:00,17559189096.54695,DAI / ETH 0.05% fee,17559189096.54695
FEI-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x2028d7ef0223c45cadbf05e13f1823c1228012bf"" target=""_blank"">🔗🦄 0x2028...12bf</a>",63318368.85345064,277.,7.459185887402898e-05,135.8048254163251,1410.,1.04518300602886e-07,189955.1065603519,358.,0.0001431855424008,139873.60609464574,678.9077955391715,,189955.1065603519,,,28510872.21381805,2022-02-05T00:00:00+00:00,17587699968.76077,DAI / ETH 0.05% fee,17587699968.760773
ALEPH-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xa424cea71c4aea3d11877240b2f221c027c0e0be"" target=""_blank"">🔗🦄 0xa424...e0be</a>",63209376.49488571,278.,7.446346102083665e-05,574759.436316414,92.,0.0004423471651696,189628.1294846572,359.,0.0001429390715858,32.99260829886817,0.1601369950676447,,189628.1294846572,,,22332358.69099343,2022-02-06T00:00:00+00:00,17610032327.451763,DAI / ETH 0.05% fee,17610032327.451763
TCR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x10b5c63a0a94ec3036238190bc88608a02e91e2c"" target=""_blank"">🔗🦄 0x10b5...1e2c</a>",63079482.47921354,279.,7.431044008455789e-05,3711.45074391848,805.,2.8564119377679e-06,189238.44743764063,360.,0.0001426453346272,5098.772973013949,24.74803371210228,,189238.44743764063,,,55864985.53442874,2022-02-07T00:00:00+00:00,17665897312.986195,DAI / ETH 0.05% fee,17665897312.986195
XOR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x94391eecd76d9cb35013d7f263b64921e31842c8"" target=""_blank"">🔗🦄 0x9439...42c8</a>",62697752.082475305,280.,7.386074467393656e-05,541.279375409719,1177.,4.1658019364026723e-07,188093.25624742592,361.,0.0001417821052848,34749.75489414308,168.6656986218381,,188093.25624742592,,,56994306.83933794,2022-02-08T00:00:00+00:00,17722891619.82553,DAI / ETH 0.05% fee,17722891619.82553
KUMA-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x864ad3830b8b721c17419b135a4709c3776fb9be"" target=""_blank"">🔗🦄 0x864a...b9be</a>",62583022.85136442,281.,7.372558852934988e-05,29820.8224253072,455.,2.2950743266438223e-05,625830.2285136442,187.,0.0004717422044776,2098.635039597494,10.186194008684646,,,,625830.2285136442,39678625.09034011,2022-02-09T00:00:00+00:00,17762570244.91587,DAI / ETH 0.05% fee,17762570244.91587
WBTC-DAI 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x391e8501b626c623d39474afca6f9e46c2686649"" target=""_blank"">🔗🦄 0x391e...6649</a>",62481570.32087055,282.,7.360607292946879e-05,242990.436080084,170.,0.0001870106409252,187444.7109626117,363.,0.0001412932407838,77.14077722006895,0.3744199958154942,,187444.7109626117,,,63183894.33121627,2022-02-10T00:00:00+00:00,17825754139.247086,DAI / ETH 0.05% fee,17825754139.247086
EJS-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x824664650c789bf01b5bba80473977ca820fb1eb"" target=""_blank"">🔗🦄 0x8246...b1eb</a>",62023128.89017272,283.,7.30660085039343e-05,1104.59779765582,1035.,8.501221094813801e-07,620231.2889017272,189.,0.0004675218009322,56149.96609788499,272.5364045974471,,,,620231.2889017272,66990910.55708307,2022-02-11T00:00:00+00:00,17892745049.80417,DAI / ETH 0.05% fee,17892745049.80417
WETH-PEBBLE 1%,"<a href=""https://info.uniswap.org/#/pools/0x5e2474ef1596acec4a7db53e7f666db1d1132afb"" target=""_blank"">🔗🦄 0x5e24...2afb</a>",61935721.8177792,284.,7.296303907931662e-05,22835.7357156454,495.,1.7574871015805412e-05,619357.218177792,191.,0.0004668629384622,2712.228000403127,13.164404523233264,,,,619357.218177792,28911568.697257902,2022-02-12T00:00:00+00:00,17921656618.501427,DAI / ETH 0.05% fee,17921656618.501427
USDC-FOLD 1%,"<a href=""https://info.uniswap.org/#/pools/0xe081eeab0adde30588ba8d5b3f6ae5284790f54a"" target=""_blank"">🔗🦄 0xe081...f54a</a>",61405947.53058984,285.,7.233894137148433e-05,39893.0009736368,400.,3.070250747667891e-05,614059.4753058983,193.,0.0004628695728699,1539.26618785009,7.471172321346845,,,,614059.4753058983,13884232.917883288,2022-02-13T00:00:00+00:00,17935540851.41931,DAI / ETH 0.05% fee,17935540851.41931
REN-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x2dd56b633faa1a5b46107d248714c9ccb6e20920"" target=""_blank"">🔗🦄 0x2dd5...0920</a>",61159950.1587586,286.,7.204914551010502e-05,79639.5287065681,306.,6.129228601198623e-05,183479.85047627572,366.,0.0001383045835713,230.38791597110955,1.1182392198065825,,183479.85047627572,,,21578798.14731443,2022-02-14T00:00:00+00:00,17957119649.566628,DAI / ETH 0.05% fee,17957119649.566628
SPELL-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x842d60d060cef12c2a97706c2794b4ca96353d66"" target=""_blank"">🔗🦄 0x842d...3d66</a>",60757885.51258576,287.,7.157549544790943e-05,35.2016571797069,1627.,2.709194887257716e-08,182273.65653775728,367.,0.0001373953711976,517798.5104713611,2513.250748963389,,182273.65653775728,,,44389917.57161267,2022-02-15T00:00:00+00:00,18001509567.138237,DAI / ETH 0.05% fee,18001509567.138237
LRC-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xe1d92f1de49caec73514f696fea2a7d5441498e5"" target=""_blank"">🔗🦄 0xe1d9...98e5</a>",60752063.98373999,288.,7.15686374276231e-05,183678.711089752,203.,0.0001413630677788,182256.19195121995,368.,0.0001373822066328,99.22553945958552,0.4816133231748499,,182256.19195121995,,,57819044.66358042,2022-02-16T00:00:00+00:00,18059328611.80182,DAI / ETH 0.05% fee,18059328611.80182
FXS-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x39c9e3128b8736e02a30b2b9b7e50ff522b935c5"" target=""_blank"">🔗🦄 0x39c9...35c5</a>",60679303.67268548,289.,7.148292254026758e-05,31003.7644926408,446.,2.3861160802857443e-05,182037.91101805645,369.,0.0001372176694726,587.1477673663333,2.8498528602222293,,182037.91101805645,,,41578527.24110217,2022-02-17T00:00:00+00:00,18100907139.042923,DAI / ETH 0.05% fee,18100907139.042923
LUSD-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x9663f2ca0454accad3e094448ea6f77443880454"" target=""_blank"">🔗🦄 0x9663...0454</a>",60553763.94087625,290.,7.133503114433048e-05,227879.905615548,180.,0.0001753812532321,181661.2918226288,370.,0.0001369337791116,79.71799502546142,0.3869290981953912,,181661.2918226288,,,21743666.56058381,2022-02-18T00:00:00+00:00,18122650805.603504,DAI / ETH 0.05% fee,18122650805.603504
DOG-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x7731ca4d00800b6a681d031f565deb355c5b77da"" target=""_blank"">🔗🦄 0x7731...77da</a>",60275536.12035696,291.,7.100726637876873e-05,1045311.20160779,51.,0.0008044938761069,602755.3612035696,196.,0.0004543486873912,57.66276686564474,0.279879121089898,,,,602755.3612035696,13785761.270450952,2022-02-19T00:00:00+00:00,18136436566.873955,DAI / ETH 0.05% fee,18136436566.873955
POWR-WETH 0.05%,"<a href=""https://info.uniswap.org/#/pools/0xe3fe800b0de664bf0bca8ad58ecbc73b259047b0"" target=""_blank"">🔗🦄 0xe3fe...47b0</a>",60141279.354981,292.,7.084910592901068e-05,250914.900021761,164.,0.0001931094780013,30070.6396774905,731.,2.266683391948692e-05,11.98439776788169,0.0581689519318725,30070.6396774905,,,,25950593.055920243,2022-02-20T00:00:00+00:00,18162387159.929874,DAI / ETH 0.05% fee,18162387159.92988
WETH-LIX 1%,"<a href=""https://info.uniswap.org/#/pools/0xe0fd4c0f10be3211a1b25dab6cb0078a248c08bf"" target=""_blank"">🔗🦄 0xe0fd...08bf</a>",60134067.23439808,293.,7.08406097297174e-05,3343.74618247039,824.,2.573418636398331e-06,601340.6723439808,197.,0.0004532823144183,17984.040639702645,87.28955895600353,,,,601340.6723439808,42600023.16413522,2022-02-21T00:00:00+00:00,18204987183.094013,DAI / ETH 0.05% fee,18204987183.094013
WEMIX-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xbb5e639a18631e38df1569e1fd2dc81c6d1ce1d4"" target=""_blank"">🔗🦄 0xbb5e...e1d4</a>",59822994.26341269,294.,7.047415191389827e-05,111291.244376992,260.,8.565212391094769e-05,179468.98279023808,372.,0.0001352812467654,161.26064884520326,0.7827145854853615,,179468.98279023808,,,34783560.3544446,2022-02-22T00:00:00+00:00,18239770743.448456,DAI / ETH 0.05% fee,18239770743.448456
FET-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x948b54a93f5ad1df6b8bff6dc249d99ca2eca052"" target=""_blank"">🔗🦄 0x948b...a052</a>",59099190.72807838,295.,6.962147910918438e-05,29409.2376193069,458.,2.263397878958519e-05,590991.9072807838,199.,0.0004454815578839,2009.5451467698128,9.75377631078433,,,,590991.9072807838,30190287.53450432,2022-02-23T00:00:00+00:00,18269961030.98296,DAI / ETH 0.05% fee,18269961030.98296
gOHM-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x08f68110f1e0ca67c80a24b4bd206675610f445d"" target=""_blank"">🔗🦄 0x08f6...445d</a>",58775087.43017002,296.,6.923967098784534e-05,248885.319338859,167.,0.0001915474692637,176325.26229051006,376.,0.0001329115535623,70.8459875250585,0.3438668277479568,,176325.26229051006,,,30850740.20725609,2022-02-24T00:00:00+00:00,18300811771.190216,DAI / ETH 0.05% fee,18300811771.190216
WETH-GODS 1%,"<a href=""https://info.uniswap.org/#/pools/0x162cec59dfac80086d7370f11dcd8705a45c9333"" target=""_blank"">🔗🦄 0x162c...9333</a>",58199230.38260106,297.,6.856128573564e-05,1226.98254317535,1012.,9.443120293329342e-07,581992.3038260107,202.,0.0004386977807831,47432.81043916508,230.2257421581816,,,,581992.3038260107,15988013.852041043,2022-02-25T00:00:00+00:00,18316799785.04226,DAI / ETH 0.05% fee,18316799785.04226
QSP-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x80dbf454431ba9b64f0a8753f72a86afea6ee2f3"" target=""_blank"">🔗🦄 0x80db...e2f3</a>",57260199.51576671,298.,6.745506554763452e-05,2590.88333319619,869.,1.9939992722339185e-06,171780.59854730012,379.,0.0001294858486424,6630.194279546603,32.18112914939508,,171780.59854730012,,,9329155.007976148,2022-02-26T00:00:00+00:00,18326128940.050232,DAI / ETH 0.05% fee,18326128940.050232
DAI-MKR 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x2a84e2bd2e961b1557d6e516ca647268b432cba4"" target=""_blank"">🔗🦄 0x2a84...cba4</a>",56948673.30980445,299.,6.708807380082436e-05,6245.186774465,713.,4.80642942261929e-06,170846.01992941336,381.,0.0001287813761555,2735.643081612224,13.278054850910396,,170846.01992941336,,,13191460.780924032,2022-02-27T00:00:00+00:00,18339320400.83116,DAI / ETH 0.05% fee,18339320400.83116
AKITA-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0xcd9dab5e666de980cecdc180cb31f296733e2587"" target=""_blank"">🔗🦄 0xcd9d...2587</a>",56892862.152936354,300.,6.70223257720598e-05,3028.84217652593,841.,2.331061772763649e-06,568928.6215293636,205.,0.0004288505570402,18783.69978926807,91.17088328567614,,,,568928.6215293636,12875308.499323402,2022-02-28T00:00:00+00:00,18352195709.33048,DAI / ETH 0.05% fee,18352195709.33048
WETH-POLK 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x34b8487fc2912c486b04d1436b07f19f7730cd43"" target=""_blank"">🔗🦄 0x34b8...cd43</a>",55817064.444163375,301.,6.57549881523001e-05,156014.189868105,223.,0.0001200718600753,167451.19333249013,386.,0.0001262224026357,107.33074566746396,0.5209537522423451,,167451.19333249013,,,12153497.49126891,2022-03-01T00:00:00+00:00,18364349206.82175,DAI / ETH 0.05% fee,18364349206.82175
QUICK-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x3840d56cfe2c80ec2d6555dcda986a0982b0d2db"" target=""_blank"">🔗🦄 0x3840...d2db</a>",55574292.22699794,302.,6.54689916667739e-05,64.5052496487735,1529.,4.964462089315615e-08,166722.87668099382,387.,0.0001256734075775,258464.0437620008,1254.5129783660943,,166722.87668099382,,,19081025.29171935,2022-03-02T00:00:00+00:00,18383430232.11347,DAI / ETH 0.05% fee,18383430232.11347
LORDS-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x5104846dc1c3c7697b856dc69e350ae4dcc47e24"" target=""_blank"">🔗🦄 0x5104...7e24</a>",55242178.52306072,303.,6.507774693032857e-05,34799.8451305926,430.,2.678270571861377e-05,165726.53556918216,388.,0.0001249223793736,476.22779626536817,2.311478000490151,,165726.53556918216,,,8540071.683108509,2022-03-03T00:00:00+00:00,18391970303.796577,DAI / ETH 0.05% fee,18391970303.796577
MM-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x24dbedb4699eb996a8ceb2baef4a4ae057cf0294"" target=""_blank"">🔗🦄 0x24db...0294</a>",55043779.21751553,304.,6.484402371117578e-05,6053.44485836659,726.,4.658860739669251e-06,550437.7921751552,208.,0.0004149124246127,9092.967806824638,44.1347506581249,,,,550437.7921751552,16660395.380018892,2022-03-04T00:00:00+00:00,18408630699.1766,DAI / ETH 0.05% fee,18408630699.1766
VADER-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x38b73128e790575b72f1b957bba981b08ee85f86"" target=""_blank"">🔗🦄 0x38b7...5f86</a>",54775749.36011537,305.,6.452827260041215e-05,7091.16995134402,697.,5.457516184190258e-06,547757.4936011537,209.,0.0004128920524728,7724.50099714977,37.49259127605939,,,,547757.4936011537,19827621.387778696,2022-03-05T00:00:00+00:00,18428458320.564377,DAI / ETH 0.05% fee,18428458320.564377
ANKR-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x13dc0a39dc00f394e030b97b0b569dedbe634c0d"" target=""_blank"">🔗🦄 0x13dc...4c0d</a>",54494427.63243836,306.,6.419686307440794e-05,89430.4927570784,288.,6.882762152518421e-05,163483.2828973151,389.,0.0001232314464138,182.8048553208664,0.8872842046823968,,163483.2828973151,,,20598623.268680323,2022-03-06T00:00:00+00:00,18449056943.833057,DAI / ETH 0.05% fee,18449056943.833057
UNI-LINK 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x9f178e86e42ddf2379cb3d2acf9ed67a1ed2550a"" target=""_blank"">🔗🦄 0x9f17...550a</a>",54349445.504509486,307.,6.402606766982706e-05,285202.756379406,148.,0.000219498146201,163048.33651352843,391.,0.0001229035898217,57.169270936717325,0.2774838283497582,,163048.33651352843,,,37343531.6416188,2022-03-07T00:00:00+00:00,18486400475.474674,DAI / ETH 0.05% fee,18486400475.474674
USDC-ENS 1%,"<a href=""https://info.uniswap.org/#/pools/0x5f7e8408e573e934b0df49ba5b569c30f1ebbad4"" target=""_blank"">🔗🦄 0x5f7e...bad4</a>",54113399.62836282,308.,6.374799511362965e-05,19207.55040876492,522.,1.4782541940715537e-05,541133.9962836282,210.,0.0004078993514438,2817.298326790773,13.674386825513723,,,,541133.9962836282,36372620.974024266,2022-03-08T00:00:00+00:00,18522773096.4487,DAI / ETH 0.05% fee,18522773096.4487
AIOZ-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x2a0330c7e979a4d18e5b0c987b877da24dd37d04"" target=""_blank"">🔗🦄 0x2a03...7d04</a>",54084237.96406262,309.,6.371364137414773e-05,159782.619895324,217.,0.0001229721244892,540842.3796406263,211.,0.0004076795348357,338.486363532492,1.6429191846989306,,,,540842.3796406263,19414495.244009286,2022-03-09T00:00:00+00:00,18542187591.692707,DAI / ETH 0.05% fee,18542187591.692707
USDC-SWEAT 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xaae63df9a86f9a682507c922db38fae5e777a606"" target=""_blank"">🔗🦄 0xaae6...a606</a>",53340510.88770361,310.,6.283749775066045e-05,442142.947612279,114.,0.0003402826767481,160021.53266311082,394.,0.0001206220267782,36.19226169438664,0.1756672276389776,,160021.53266311082,,,28048066.59794907,2022-03-10T00:00:00+00:00,18570235658.290657,DAI / ETH 0.05% fee,18570235658.290657
WFLOW-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x7316b2515940a8573e34f45900e82763ad34a34a"" target=""_blank"">🔗🦄 0x7316...a34a</a>",53063206.61920329,311.,6.251082097051447e-05,58924.7911966883,348.,4.534978061624472e-05,159189.61985760988,395.,0.0001199949423663,270.1572913958101,1.3112687680780677,,159189.61985760988,,,28594193.64340969,2022-03-11T00:00:00+00:00,18598829851.934067,DAI / ETH 0.05% fee,18598829851.934067
AUDIO-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x8ecc2244e67d0bb6a1850b1db825e25354cf881a"" target=""_blank"">🔗🦄 0x8ecc...881a</a>",52942501.94129193,312.,6.23686254834349e-05,2976.62642610084,846.,2.2908754135352177e-06,158827.50582387578,397.,0.0001197219857963,5335.822608815848,25.898607077364154,,158827.50582387578,,,6214093.773231504,2022-03-12T00:00:00+00:00,18605043945.7073,DAI / ETH 0.05% fee,18605043945.7073
OHM-USDC 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x893f503fac2ee1e5b78665db23f9c94017aae97d"" target=""_blank"">🔗🦄 0x893f...e97d</a>",51256763.816728495,313.,6.038275088554319e-05,51825.7081497355,367.,3.988617434429063e-05,153770.2914501855,399.,0.0001159099272723,296.7065901075783,1.4401317206019424,,352464.6628006503,,,22416007.76514791,2022-03-13T00:00:00+00:00,18627459953.472446,DAI / ETH 0.05% fee,18627459953.472446
SHIB-WETH 0.05%,"<a href=""https://info.uniswap.org/#/pools/0x94e4b2e24523cf9b3e631a6943c346df9687c723"" target=""_blank"">🔗🦄 0x94e4...c723</a>",51177973.04491726,314.,6.028993184680387e-05,1680.26789586214,961.,1.2931701395345762e-06,25588.986522458632,764.,1.9288625512903083e-05,1522.9111134881862,7.391789314138138,25588.986522458632,,,,17867135.55964549,2022-03-14T00:00:00+00:00,18645327089.032093,DAI / ETH 0.05% fee,18645327089.032093
INDEX-WETH 1%,"<a href=""https://info.uniswap.org/#/pools/0x8c13148228765ba9e84eaf940b0416a5e349a5e7"" target=""_blank"">🔗🦄 0x8c13...a5e7</a>",50974828.75218888,315.,6.005061882139522e-05,40618.7269128619,398.,3.1261041693991946e-05,509748.28752188885,213.,0.0003842412365657,1254.9587992145498,6.091222895123812,,,,509748.28752188885,20342294.013450783,2022-03-15T00:00:00+00:00,18665669383.045544,DAI / ETH 0.05% fee,18665669383.045544
rETH-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xf0e02cf61b31260fd5ae527d58be16312bda59b1"" target=""_blank"">🔗🦄 0xf0e0...59b1</a>",50479784.52173436,316.,5.946743466736353e-05,13380.6732242914,588.,1.029805253265588e-05,151439.35356520308,401.,0.0001141528984069,1131.776787510801,5.493331481934073,,151439.35356520308,,,36612131.99730254,2022-03-16T00:00:00+00:00,18702281515.042847,DAI / ETH 0.05% fee,18702281515.042847
WETH-REEF 1%,"<a href=""https://info.uniswap.org/#/pools/0x52414c8b908e9a75c3c8704b2ae5e39ab7156c05"" target=""_blank"">🔗🦄 0x5241...6c05</a>",50417127.9069188,317.,5.939362238422237e-05,58827.646976344,349.,4.527501634485265e-05,504171.27906918793,214.,0.0003800373644259,857.0311834364669,4.159792313222213,,,,504171.27906918793,26077320.376350924,2022-03-17T00:00:00+00:00,18728358835.4192,DAI / ETH 0.05% fee,18728358835.4192
FWB-WETH 0.3%,"<a href=""https://info.uniswap.org/#/pools/0x9ab0905b39505d8682b58a57a41c4100e9c62ab6"" target=""_blank"">🔗🦄 0x9ab0...2ab6</a>",50393282.36007723,318.,5.9365531267900405e-05,36748.8565337607,415.,2.8282706613944912e-05,151179.8470802317,402.,0.0001139572859936,411.3865337315863,1.9967564469684709,,151179.8470802317,,,33799135.30550557,2022-03-18T00:00:00+00:00,18762157970.7247,DAI / ETH 0.05% fee,18762157970.7247
WBTC-NU 0.3%,"<a href=""https://info.uniswap.org/#/pools/0xb09f2feb0d81254f7e18290274e39bcfd645f9b4"" target=""_blank"">🔗🦄 0xb09f...f9b4</a>",50324074.98146341,319.,5.9284001893216856e-05,2924.5123203177,849.,2.25076728219898e-06,150972.22494439024,403.,0.000113800783288,5162.304289010128,25.05639714745607,,150972.22494439024,,,11237910.267718133,2022-03-19T00:00:00+00:00,18773395880.99242,DAI / ETH 0.05% fee,18773395880.99242
