daily_volume,time,total_volume,Pool-Name
119329875.4556286,2021-11-07T00:00:00+00:00,8087593522.04062,DAI / ETH 0.05% fee
126073530.3158233,2021-11-08T00:00:00+00:00,8213667052.356443,DAI / ETH 0.05% fee
96811628.84618583,2021-11-09T00:00:00+00:00,8310478681.202629,DAI / ETH 0.05% fee
275117893.3353617,2021-11-10T00:00:00+00:00,8585596574.537991,DAI / ETH 0.05% fee
161215589.11201188,2021-11-11T00:00:00+00:00,8746812163.650003,DAI / ETH 0.05% fee
197890980.77322504,2021-11-12T00:00:00+00:00,8944703144.423227,DAI / ETH 0.05% fee
93590847.83103542,2021-11-13T00:00:00+00:00,9038293992.254263,DAI / ETH 0.05% fee
110548578.44681917,2021-11-14T00:00:00+00:00,9148842570.701082,DAI / ETH 0.05% fee
121254609.75126004,2021-11-15T00:00:00+00:00,9270097180.452343,DAI / ETH 0.05% fee
447511146.08827883,2021-11-16T00:00:00+00:00,9717608326.54062,DAI / ETH 0.05% fee
326747725.90558076,2021-11-17T00:00:00+00:00,10044356052.446201,DAI / ETH 0.05% fee
293889489.8348365,2021-11-18T00:00:00+00:00,10338245542.281038,DAI / ETH 0.05% fee
179898250.6571257,2021-11-19T00:00:00+00:00,10518143792.938164,DAI / ETH 0.05% fee
135377197.24566266,2021-11-20T00:00:00+00:00,10653520990.183826,DAI / ETH 0.05% fee
161079091.40323398,2021-11-21T00:00:00+00:00,10814600081.58706,DAI / ETH 0.05% fee
286776764.51712054,2021-11-22T00:00:00+00:00,11101376846.104181,DAI / ETH 0.05% fee
229963908.5916468,2021-11-23T00:00:00+00:00,11331340754.695827,DAI / ETH 0.05% fee
238137041.59068593,2021-11-24T00:00:00+00:00,11569477796.286514,DAI / ETH 0.05% fee
129670617.70117435,2021-11-25T00:00:00+00:00,11699148413.987688,DAI / ETH 0.05% fee
249462166.73798674,2021-11-26T00:00:00+00:00,11948610580.725676,DAI / ETH 0.05% fee
20076087.952045955,2021-11-27T00:00:00+00:00,11968686668.677721,DAI / ETH 0.05% fee
22588147.80587891,2021-11-28T00:00:00+00:00,11991274816.4836,DAI / ETH 0.05% fee
88392050.77953732,2021-11-29T00:00:00+00:00,12079666867.263138,DAI / ETH 0.05% fee
197465238.68364215,2021-11-30T00:00:00+00:00,12277132105.94678,DAI / ETH 0.05% fee
184545035.68666908,2021-12-01T00:00:00+00:00,12461677141.633448,DAI / ETH 0.05% fee
136525607.83715072,2021-12-02T00:00:00+00:00,12598202749.470598,DAI / ETH 0.05% fee
212387997.2407012,2021-12-03T00:00:00+00:00,12810590746.7113,DAI / ETH 0.05% fee
377796384.9711089,2021-12-04T00:00:00+00:00,13188387131.68241,DAI / ETH 0.05% fee
211719269.42273635,2021-12-05T00:00:00+00:00,13400106401.105146,DAI / ETH 0.05% fee
272741248.4196813,2021-12-06T00:00:00+00:00,13672847649.524826,DAI / ETH 0.05% fee
127447620.47252539,2021-12-07T00:00:00+00:00,13800295269.997353,DAI / ETH 0.05% fee
143818038.51448983,2021-12-08T00:00:00+00:00,13944113308.511843,DAI / ETH 0.05% fee
198908632.43621123,2021-12-09T00:00:00+00:00,14143021940.948053,DAI / ETH 0.05% fee
296224063.2577515,2021-12-10T00:00:00+00:00,14439246004.205805,DAI / ETH 0.05% fee
190896003.82973468,2021-12-11T00:00:00+00:00,14630142008.03554,DAI / ETH 0.05% fee
97317165.4344859,2021-12-12T00:00:00+00:00,14727459173.470026,DAI / ETH 0.05% fee
160472514.46381825,2021-12-13T00:00:00+00:00,14887931687.933844,DAI / ETH 0.05% fee
82364595.38910896,2021-12-14T00:00:00+00:00,14970296283.322952,DAI / ETH 0.05% fee
160012191.39847937,2021-12-15T00:00:00+00:00,15130308474.721432,DAI / ETH 0.05% fee
127843589.08997485,2021-12-16T00:00:00+00:00,15258152063.811407,DAI / ETH 0.05% fee
185538800.51249734,2021-12-17T00:00:00+00:00,15443690864.323904,DAI / ETH 0.05% fee
140821272.24607837,2021-12-18T00:00:00+00:00,15584512136.569983,DAI / ETH 0.05% fee
105551017.4713034,2021-12-19T00:00:00+00:00,15690063154.041286,DAI / ETH 0.05% fee
139258508.64164236,2021-12-20T00:00:00+00:00,15829321662.682928,DAI / ETH 0.05% fee
84021074.92308939,2021-12-21T00:00:00+00:00,15913342737.606018,DAI / ETH 0.05% fee
53247297.429724656,2021-12-22T00:00:00+00:00,15966590035.035742,DAI / ETH 0.05% fee
89246982.7241684,2021-12-23T00:00:00+00:00,16055837017.75991,DAI / ETH 0.05% fee
57831714.95211384,2021-12-24T00:00:00+00:00,16113668732.712025,DAI / ETH 0.05% fee
42644351.97313473,2021-12-25T00:00:00+00:00,16156313084.68516,DAI / ETH 0.05% fee
45001094.408071846,2021-12-26T00:00:00+00:00,16201314179.093231,DAI / ETH 0.05% fee
40277680.06695675,2021-12-27T00:00:00+00:00,16241591859.160189,DAI / ETH 0.05% fee
140521232.01895508,2021-12-28T00:00:00+00:00,16382113091.179144,DAI / ETH 0.05% fee
20607313.363441512,2021-12-29T00:00:00+00:00,16402720404.542585,DAI / ETH 0.05% fee
15763043.421721036,2021-12-30T00:00:00+00:00,16418483447.964306,DAI / ETH 0.05% fee
15916452.181567663,2021-12-31T00:00:00+00:00,16434399900.145874,DAI / ETH 0.05% fee
18942677.471445233,2022-01-01T00:00:00+00:00,16453342577.61732,DAI / ETH 0.05% fee
25871069.285760425,2022-01-02T00:00:00+00:00,16479213646.903078,DAI / ETH 0.05% fee
32865590.897670098,2022-01-03T00:00:00+00:00,16512079237.800749,DAI / ETH 0.05% fee
65083049.53373164,2022-01-04T00:00:00+00:00,16577162287.33448,DAI / ETH 0.05% fee
37325501.58959623,2022-01-05T00:00:00+00:00,16614487788.924076,DAI / ETH 0.05% fee
11558604.425054122,2022-01-06T00:00:00+00:00,16626046393.34913,DAI / ETH 0.05% fee
20292208.220643688,2022-01-07T00:00:00+00:00,16646338601.569775,DAI / ETH 0.05% fee
29776262.294501726,2022-01-08T00:00:00+00:00,16676114863.864277,DAI / ETH 0.05% fee
27922169.649144135,2022-01-09T00:00:00+00:00,16704037033.51342,DAI / ETH 0.05% fee
39737463.86906261,2022-01-10T00:00:00+00:00,16743774497.382483,DAI / ETH 0.05% fee
35351612.93176857,2022-01-11T00:00:00+00:00,16779126110.31425,DAI / ETH 0.05% fee
30346656.093277395,2022-01-12T00:00:00+00:00,16809472766.40753,DAI / ETH 0.05% fee
84167017.60587882,2022-01-13T00:00:00+00:00,16893639784.013409,DAI / ETH 0.05% fee
50631333.96454426,2022-01-14T00:00:00+00:00,16944271117.977953,DAI / ETH 0.05% fee
37406671.3342644,2022-01-15T00:00:00+00:00,16981677789.312216,DAI / ETH 0.05% fee
66245855.754136674,2022-01-16T00:00:00+00:00,17047923645.066353,DAI / ETH 0.05% fee
84351640.07456574,2022-01-17T00:00:00+00:00,17132275285.140919,DAI / ETH 0.05% fee
86504562.4498782,2022-01-18T00:00:00+00:00,17218779847.590797,DAI / ETH 0.05% fee
75170563.43708807,2022-01-19T00:00:00+00:00,17293950411.027885,DAI / ETH 0.05% fee
65165756.59389022,2022-01-20T00:00:00+00:00,17359116167.621777,DAI / ETH 0.05% fee
23850643.71959724,2022-01-21T00:00:00+00:00,17382966811.341373,DAI / ETH 0.05% fee
21505932.7364718,2022-01-22T00:00:00+00:00,17404472744.077843,DAI / ETH 0.05% fee
29832123.024018016,2022-01-23T00:00:00+00:00,17434304867.101864,DAI / ETH 0.05% fee
8249131.645785457,2022-01-24T00:00:00+00:00,17442553998.747646,DAI / ETH 0.05% fee
5936593.7254257295,2022-01-25T00:00:00+00:00,17448490592.473072,DAI / ETH 0.05% fee
10096278.464167463,2022-01-26T00:00:00+00:00,17458586870.93724,DAI / ETH 0.05% fee
3919324.4714237433,2022-01-27T00:00:00+00:00,17462506195.408665,DAI / ETH 0.05% fee
4554211.261885095,2022-01-28T00:00:00+00:00,17467060406.67055,DAI / ETH 0.05% fee
4551687.74807682,2022-01-29T00:00:00+00:00,17471612094.41863,DAI / ETH 0.05% fee
5460728.0785687985,2022-01-30T00:00:00+00:00,17477072822.497196,DAI / ETH 0.05% fee
5270033.862617086,2022-01-31T00:00:00+00:00,17482342856.359814,DAI / ETH 0.05% fee
4652477.677457891,2022-02-01T00:00:00+00:00,17486995334.03727,DAI / ETH 0.05% fee
18975894.326029625,2022-02-02T00:00:00+00:00,17505971228.3633,DAI / ETH 0.05% fee
19256995.77840526,2022-02-03T00:00:00+00:00,17525228224.141705,DAI / ETH 0.05% fee
33960872.40524723,2022-02-04T00:00:00+00:00,17559189096.54695,DAI / ETH 0.05% fee
28510872.21381805,2022-02-05T00:00:00+00:00,17587699968.76077,DAI / ETH 0.05% fee
22332358.69099343,2022-02-06T00:00:00+00:00,17610032327.451763,DAI / ETH 0.05% fee
55864985.53442874,2022-02-07T00:00:00+00:00,17665897312.986195,DAI / ETH 0.05% fee
56994306.83933794,2022-02-08T00:00:00+00:00,17722891619.82553,DAI / ETH 0.05% fee
39678625.09034011,2022-02-09T00:00:00+00:00,17762570244.91587,DAI / ETH 0.05% fee
63183894.33121627,2022-02-10T00:00:00+00:00,17825754139.247086,DAI / ETH 0.05% fee
66990910.55708307,2022-02-11T00:00:00+00:00,17892745049.80417,DAI / ETH 0.05% fee
28911568.697257906,2022-02-12T00:00:00+00:00,17921656618.501427,DAI / ETH 0.05% fee
13884232.917883288,2022-02-13T00:00:00+00:00,17935540851.41931,DAI / ETH 0.05% fee
21578798.14731443,2022-02-14T00:00:00+00:00,17957119649.566628,DAI / ETH 0.05% fee
44389917.57161267,2022-02-15T00:00:00+00:00,18001509567.138237,DAI / ETH 0.05% fee
57819044.66358042,2022-02-16T00:00:00+00:00,18059328611.80182,DAI / ETH 0.05% fee
41578527.24110217,2022-02-17T00:00:00+00:00,18100907139.042923,DAI / ETH 0.05% fee
