daily_volume,time,total_volume,Pool-Name,running_total_by_pool
184179.21998328547,2022-10-15T00:00:00+00:00,599513035.452729,LUSD / USDC 0.05% fee,599513035.452729
3048411.8825875227,2022-10-16T00:00:00+00:00,602561447.3353165,LUSD / USDC 0.05% fee,602561447.3353165
857122.8559401716,2022-10-17T00:00:00+00:00,603418570.1912566,LUSD / USDC 0.05% fee,603418570.1912566
899885.3791900881,2022-10-18T00:00:00+00:00,604318455.5704467,LUSD / USDC 0.05% fee,604318455.5704467
555702.6387971401,2022-10-19T00:00:00+00:00,604874158.2092439,LUSD / USDC 0.05% fee,604874158.2092439
953328.7068120172,2022-10-20T00:00:00+00:00,605827486.9160559,LUSD / USDC 0.05% fee,605827486.9160559
2094992.8867077008,2022-10-21T00:00:00+00:00,607922479.8027637,LUSD / USDC 0.05% fee,607922479.8027637
1076155.7406710624,2022-10-22T00:00:00+00:00,608998635.5434347,LUSD / USDC 0.05% fee,608998635.5434347
1513804.9742102483,2022-10-23T00:00:00+00:00,610512440.517645,LUSD / USDC 0.05% fee,610512440.517645
511395.5484982059,2022-10-24T00:00:00+00:00,611023836.0661432,LUSD / USDC 0.05% fee,611023836.0661432
963423.323107506,2022-10-25T00:00:00+00:00,611987259.3892506,LUSD / USDC 0.05% fee,611987259.3892506
2540004.978248352,2022-10-26T00:00:00+00:00,614527264.367499,LUSD / USDC 0.05% fee,614527264.367499
638941.88460578,2022-10-27T00:00:00+00:00,615166206.2521048,LUSD / USDC 0.05% fee,615166206.2521048
955374.9475638776,2022-10-28T00:00:00+00:00,616121581.1996686,LUSD / USDC 0.05% fee,616121581.1996686
557364.2324260555,2022-10-29T00:00:00+00:00,616678945.4320947,LUSD / USDC 0.05% fee,616678945.4320947
1853065.3678428936,2022-10-30T00:00:00+00:00,618532010.7999376,LUSD / USDC 0.05% fee,618532010.7999376
449083.5900133381,2022-10-31T00:00:00+00:00,618981094.389951,LUSD / USDC 0.05% fee,618981094.389951
1420218.13701401,2022-11-01T00:00:00+00:00,620401312.526965,LUSD / USDC 0.05% fee,620401312.526965
6492562.81091108,2022-11-02T00:00:00+00:00,626893875.3378761,LUSD / USDC 0.05% fee,626893875.3378761
4635460.015184247,2022-11-03T00:00:00+00:00,631529335.3530602,LUSD / USDC 0.05% fee,631529335.3530602
1301825.7327772472,2022-11-04T00:00:00+00:00,632831161.0858376,LUSD / USDC 0.05% fee,632831161.0858376
985665.7695414674,2022-11-05T00:00:00+00:00,633816826.855379,LUSD / USDC 0.05% fee,633816826.855379
215630.7090842353,2022-11-06T00:00:00+00:00,634032457.5644633,LUSD / USDC 0.05% fee,634032457.5644633
1135102.370826846,2022-11-07T00:00:00+00:00,635167559.9352901,LUSD / USDC 0.05% fee,635167559.9352901
2011119.725129036,2022-11-08T00:00:00+00:00,637178679.6604191,LUSD / USDC 0.05% fee,637178679.6604191
5661338.884804411,2022-11-09T00:00:00+00:00,642840018.5452236,LUSD / USDC 0.05% fee,642840018.5452236
3591191.222282071,2022-11-10T00:00:00+00:00,646431209.7675056,LUSD / USDC 0.05% fee,646431209.7675056
5129209.820644955,2022-11-11T00:00:00+00:00,651560419.5881506,LUSD / USDC 0.05% fee,651560419.5881506
1771596.9115360142,2022-11-12T00:00:00+00:00,653332016.4996866,LUSD / USDC 0.05% fee,653332016.4996866
1646773.8082418074,2022-11-13T00:00:00+00:00,654978790.3079284,LUSD / USDC 0.05% fee,654978790.3079284
3053350.452774961,2022-11-14T00:00:00+00:00,658032140.7607033,LUSD / USDC 0.05% fee,658032140.7607033
3019188.63501186,2022-11-15T00:00:00+00:00,661051329.3957152,LUSD / USDC 0.05% fee,661051329.3957152
1810631.695657168,2022-11-16T00:00:00+00:00,662861961.0913724,LUSD / USDC 0.05% fee,662861961.0913724
4288686.555566865,2022-11-17T00:00:00+00:00,667150647.6469393,LUSD / USDC 0.05% fee,667150647.6469393
2490835.5947727514,2022-11-18T00:00:00+00:00,669641483.241712,LUSD / USDC 0.05% fee,669641483.241712
3135579.8518535355,2022-11-19T00:00:00+00:00,672777063.0935656,LUSD / USDC 0.05% fee,672777063.0935656
3076544.435538834,2022-11-20T00:00:00+00:00,675853607.5291044,LUSD / USDC 0.05% fee,675853607.5291044
6403942.216247315,2022-11-21T00:00:00+00:00,682257549.7453517,LUSD / USDC 0.05% fee,682257549.7453517
9114389.453248486,2022-11-22T00:00:00+00:00,691371939.1986002,LUSD / USDC 0.05% fee,691371939.1986002
6700103.020413591,2022-11-23T00:00:00+00:00,698072042.2190138,LUSD / USDC 0.05% fee,698072042.2190138
1414594.829849632,2022-11-24T00:00:00+00:00,699486637.0488634,LUSD / USDC 0.05% fee,699486637.0488634
576819.0799354138,2022-11-25T00:00:00+00:00,700063456.1287988,LUSD / USDC 0.05% fee,700063456.1287988
2097970.492172147,2022-11-26T00:00:00+00:00,702161426.620971,LUSD / USDC 0.05% fee,702161426.620971
1045014.6680378648,2022-11-27T00:00:00+00:00,703206441.2890089,LUSD / USDC 0.05% fee,703206441.2890089
1535541.6993471466,2022-11-28T00:00:00+00:00,704741982.988356,LUSD / USDC 0.05% fee,704741982.988356
684998.3268560888,2022-11-29T00:00:00+00:00,705426981.315212,LUSD / USDC 0.05% fee,705426981.315212
1423390.9923342117,2022-11-30T00:00:00+00:00,706850372.3075463,LUSD / USDC 0.05% fee,706850372.3075463
1745875.8675171249,2022-12-01T00:00:00+00:00,708596248.1750634,LUSD / USDC 0.05% fee,708596248.1750634
1414448.7023652403,2022-12-02T00:00:00+00:00,710010696.8774287,LUSD / USDC 0.05% fee,710010696.8774287
819219.620721075,2022-12-03T00:00:00+00:00,710829916.4981498,LUSD / USDC 0.05% fee,710829916.4981498
420933.6945123794,2022-12-04T00:00:00+00:00,711250850.1926621,LUSD / USDC 0.05% fee,711250850.1926621
3089303.993490945,2022-12-05T00:00:00+00:00,714340154.186153,LUSD / USDC 0.05% fee,714340154.186153
1190020.5049740577,2022-12-06T00:00:00+00:00,715530174.6911271,LUSD / USDC 0.05% fee,715530174.6911271
1922436.057975376,2022-12-07T00:00:00+00:00,717452610.7491025,LUSD / USDC 0.05% fee,717452610.7491025
800316.4943802197,2022-12-08T00:00:00+00:00,718252927.2434827,LUSD / USDC 0.05% fee,718252927.2434827
1520921.688611133,2022-12-09T00:00:00+00:00,719773848.9320939,LUSD / USDC 0.05% fee,719773848.9320939
189397.25408867016,2022-12-10T00:00:00+00:00,719963246.1861825,LUSD / USDC 0.05% fee,719963246.1861825
521216.3856124465,2022-12-11T00:00:00+00:00,720484462.571795,LUSD / USDC 0.05% fee,720484462.571795
2562520.842954546,2022-12-12T00:00:00+00:00,723046983.4147495,LUSD / USDC 0.05% fee,723046983.4147495
9010586.816090912,2022-12-13T00:00:00+00:00,732057570.2308404,LUSD / USDC 0.05% fee,732057570.2308404
1969356.6813146395,2022-12-14T00:00:00+00:00,734026926.912155,LUSD / USDC 0.05% fee,734026926.912155
3118963.7915387256,2022-12-15T00:00:00+00:00,737145890.7036937,LUSD / USDC 0.05% fee,737145890.7036937
740849.7445712211,2022-12-16T00:00:00+00:00,737886740.448265,LUSD / USDC 0.05% fee,737886740.448265
5066166.275815078,2022-12-17T00:00:00+00:00,742952906.7240801,LUSD / USDC 0.05% fee,742952906.7240801
486226.93397055886,2022-12-18T00:00:00+00:00,743439133.6580507,LUSD / USDC 0.05% fee,743439133.6580507
468570.5189062395,2022-12-19T00:00:00+00:00,743907704.1769569,LUSD / USDC 0.05% fee,743907704.1769569
425992.8281601716,2022-12-20T00:00:00+00:00,744333697.005117,LUSD / USDC 0.05% fee,744333697.005117
2407131.612636194,2022-12-21T00:00:00+00:00,746740828.6177533,LUSD / USDC 0.05% fee,746740828.6177533
517269.7094524487,2022-12-22T00:00:00+00:00,747258098.3272057,LUSD / USDC 0.05% fee,747258098.3272057
670174.0724935115,2022-12-23T00:00:00+00:00,747928272.3996992,LUSD / USDC 0.05% fee,747928272.3996992
879479.3722750987,2022-12-24T00:00:00+00:00,748807751.7719743,LUSD / USDC 0.05% fee,748807751.7719743
761962.1715502774,2022-12-25T00:00:00+00:00,749569713.9435246,LUSD / USDC 0.05% fee,749569713.9435246
1658414.6382273333,2022-12-26T00:00:00+00:00,751228128.581752,LUSD / USDC 0.05% fee,751228128.581752
163292.0159767792,2022-12-27T00:00:00+00:00,751391420.5977286,LUSD / USDC 0.05% fee,751391420.5977286
6534087.345735686,2022-12-28T00:00:00+00:00,757925507.9434644,LUSD / USDC 0.05% fee,757925507.9434644
1490470.8795993086,2022-12-29T00:00:00+00:00,759415978.8230636,LUSD / USDC 0.05% fee,759415978.8230636
1129404.3851058693,2022-12-30T00:00:00+00:00,760545383.2081696,LUSD / USDC 0.05% fee,760545383.2081696
532876.2225285055,2022-12-31T00:00:00+00:00,761078259.430698,LUSD / USDC 0.05% fee,761078259.430698
903026.5404028188,2023-01-01T00:00:00+00:00,761981285.9711008,LUSD / USDC 0.05% fee,761981285.9711008
75055.89966011894,2023-01-02T00:00:00+00:00,762056341.8707609,LUSD / USDC 0.05% fee,762056341.8707609
1456127.0478613572,2023-01-03T00:00:00+00:00,763512468.9186224,LUSD / USDC 0.05% fee,763512468.9186224
1457574.006555447,2023-01-04T00:00:00+00:00,764970042.9251778,LUSD / USDC 0.05% fee,764970042.9251778
1277244.302995359,2023-01-05T00:00:00+00:00,766247287.2281731,LUSD / USDC 0.05% fee,766247287.2281731
1860276.850429424,2023-01-06T00:00:00+00:00,768107564.0786026,LUSD / USDC 0.05% fee,768107564.0786026
6881908.460493995,2023-01-07T00:00:00+00:00,774989472.5390966,LUSD / USDC 0.05% fee,774989472.5390966
263464.6466586984,2023-01-08T00:00:00+00:00,775252937.1857553,LUSD / USDC 0.05% fee,775252937.1857553
1472534.93479507,2023-01-09T00:00:00+00:00,776725472.1205503,LUSD / USDC 0.05% fee,776725472.1205503
1151293.6344756866,2023-01-10T00:00:00+00:00,777876765.755026,LUSD / USDC 0.05% fee,777876765.755026
4890071.76373742,2023-01-11T00:00:00+00:00,782766837.5187634,LUSD / USDC 0.05% fee,782766837.5187634
6828990.703204282,2023-01-12T00:00:00+00:00,789595828.2219677,LUSD / USDC 0.05% fee,789595828.2219677
1627432.4357437752,2023-01-13T00:00:00+00:00,791223260.6577115,LUSD / USDC 0.05% fee,791223260.6577115
5813587.006981907,2023-01-14T00:00:00+00:00,797036847.6646934,LUSD / USDC 0.05% fee,797036847.6646934
2037488.8155400888,2023-01-15T00:00:00+00:00,799074336.4802334,LUSD / USDC 0.05% fee,799074336.4802334
5939213.059533072,2023-01-16T00:00:00+00:00,805013549.5397666,LUSD / USDC 0.05% fee,805013549.5397666
823229.8674201261,2023-01-17T00:00:00+00:00,805836779.4071866,LUSD / USDC 0.05% fee,805836779.4071866
1422632.4172348212,2023-01-18T00:00:00+00:00,807259411.8244215,LUSD / USDC 0.05% fee,807259411.8244215
212125.6228248284,2023-01-19T00:00:00+00:00,807471537.4472463,LUSD / USDC 0.05% fee,807471537.4472463
757853.941262103,2023-01-20T00:00:00+00:00,808229391.3885084,LUSD / USDC 0.05% fee,808229391.3885084
715608.2308618361,2023-01-21T00:00:00+00:00,808944999.6193702,LUSD / USDC 0.05% fee,808944999.6193702
439495.80923804006,2023-01-22T00:00:00+00:00,809384495.4286083,LUSD / USDC 0.05% fee,809384495.4286083
318566.657291776,2023-01-23T00:00:00+00:00,809703062.0859001,LUSD / USDC 0.05% fee,809703062.0859001
1794429.4256441924,2023-01-24T00:00:00+00:00,811497491.5115442,LUSD / USDC 0.05% fee,811497491.5115442
6047411.180562953,2023-01-25T00:00:00+00:00,817544902.6921072,LUSD / USDC 0.05% fee,817544902.6921072
2550801.753139513,2023-01-26T00:00:00+00:00,820095704.4452467,LUSD / USDC 0.05% fee,820095704.4452467
1941367.417430776,2023-01-27T00:00:00+00:00,822037071.8626776,LUSD / USDC 0.05% fee,822037071.8626776
293759.0970191242,2023-01-28T00:00:00+00:00,822330830.9596967,LUSD / USDC 0.05% fee,822330830.9596967
642780.6415033401,2023-01-29T00:00:00+00:00,822973611.6012,LUSD / USDC 0.05% fee,822973611.6012
823629.1930912705,2023-01-30T00:00:00+00:00,823797240.7942913,LUSD / USDC 0.05% fee,823797240.7942913
563562.4377699906,2023-01-31T00:00:00+00:00,824360803.2320613,LUSD / USDC 0.05% fee,824360803.2320613
378456.0119783521,2023-02-01T00:00:00+00:00,824739259.2440395,LUSD / USDC 0.05% fee,824739259.2440397
968518.6568794298,2023-02-02T00:00:00+00:00,825707777.9009191,LUSD / USDC 0.05% fee,825707777.9009191
826205.8164952149,2023-02-03T00:00:00+00:00,826533983.7174143,LUSD / USDC 0.05% fee,826533983.7174143
1350131.6411018677,2023-02-04T00:00:00+00:00,827884115.3585161,LUSD / USDC 0.05% fee,827884115.3585161
424763.5713511999,2023-02-05T00:00:00+00:00,828308878.9298673,LUSD / USDC 0.05% fee,828308878.9298673
950815.0055943184,2023-02-06T00:00:00+00:00,829259693.9354616,LUSD / USDC 0.05% fee,829259693.9354616
890199.5435353565,2023-02-07T00:00:00+00:00,830149893.478997,LUSD / USDC 0.05% fee,830149893.478997
701069.5137903135,2023-02-08T00:00:00+00:00,830850962.9927872,LUSD / USDC 0.05% fee,830850962.9927872
1611628.4879650988,2023-02-09T00:00:00+00:00,832462591.4807523,LUSD / USDC 0.05% fee,832462591.4807523
1530027.6176180062,2023-02-10T00:00:00+00:00,833992619.0983704,LUSD / USDC 0.05% fee,833992619.0983704
941395.106888776,2023-02-11T00:00:00+00:00,834934014.2052592,LUSD / USDC 0.05% fee,834934014.2052592
452076.810078166,2023-02-12T00:00:00+00:00,835386091.0153373,LUSD / USDC 0.05% fee,835386091.0153373
1762710.2521463926,2023-02-13T00:00:00+00:00,837148801.2674837,LUSD / USDC 0.05% fee,837148801.2674837
3306575.190738466,2023-02-14T00:00:00+00:00,840455376.4582222,LUSD / USDC 0.05% fee,840455376.4582222
3599471.525420042,2023-02-15T00:00:00+00:00,844054847.9836422,LUSD / USDC 0.05% fee,844054847.9836422
2097740.044949415,2023-02-16T00:00:00+00:00,846152588.0285916,LUSD / USDC 0.05% fee,846152588.0285916
837487.4067912078,2023-02-17T00:00:00+00:00,846990075.4353828,LUSD / USDC 0.05% fee,846990075.4353828
1299631.589064402,2023-02-18T00:00:00+00:00,848289707.0244473,LUSD / USDC 0.05% fee,848289707.0244473
790788.5708153868,2023-02-19T00:00:00+00:00,849080495.5952626,LUSD / USDC 0.05% fee,849080495.5952626
1910088.4526446385,2023-02-20T00:00:00+00:00,850990584.0479074,LUSD / USDC 0.05% fee,850990584.0479074
1008628.7256594088,2023-02-21T00:00:00+00:00,851999212.7735667,LUSD / USDC 0.05% fee,851999212.7735667
566744.1578970551,2023-02-22T00:00:00+00:00,852565956.9314637,LUSD / USDC 0.05% fee,852565956.9314637
958596.1146696884,2023-02-23T00:00:00+00:00,853524553.0461334,LUSD / USDC 0.05% fee,853524553.0461334
756723.4877636761,2023-02-24T00:00:00+00:00,854281276.5338972,LUSD / USDC 0.05% fee,854281276.5338972
2611757.657204232,2023-02-25T00:00:00+00:00,856893034.1911013,LUSD / USDC 0.05% fee,856893034.1911013
1353071.4686616105,2023-02-26T00:00:00+00:00,858246105.659763,LUSD / USDC 0.05% fee,858246105.659763
1817562.3014965253,2023-02-27T00:00:00+00:00,860063667.9612595,LUSD / USDC 0.05% fee,860063667.9612595
1794226.1900225645,2023-02-28T00:00:00+00:00,861857894.1512821,LUSD / USDC 0.05% fee,861857894.1512821
666966.3895424244,2023-03-01T00:00:00+00:00,862524860.5408245,LUSD / USDC 0.05% fee,862524860.5408245
1067192.765358053,2023-03-02T00:00:00+00:00,863592053.3061825,LUSD / USDC 0.05% fee,863592053.3061825
2570041.1082836217,2023-03-03T00:00:00+00:00,866162094.4144661,LUSD / USDC 0.05% fee,866162094.4144661
1097307.2076937142,2023-03-04T00:00:00+00:00,867259401.6221598,LUSD / USDC 0.05% fee,867259401.6221598
3561554.5146667208,2023-03-05T00:00:00+00:00,870820956.1368266,LUSD / USDC 0.05% fee,870820956.1368266
276206.456350509,2023-03-06T00:00:00+00:00,871097162.5931771,LUSD / USDC 0.05% fee,871097162.5931771
1262986.9700917327,2023-03-07T00:00:00+00:00,872360149.5632688,LUSD / USDC 0.05% fee,872360149.5632688
689415.7533274438,2023-03-08T00:00:00+00:00,873049565.3165963,LUSD / USDC 0.05% fee,873049565.3165963
1086040.3391270067,2023-03-09T00:00:00+00:00,874135605.6557233,LUSD / USDC 0.05% fee,874135605.6557233
7607071.541077957,2023-03-10T00:00:00+00:00,881742677.1968012,LUSD / USDC 0.05% fee,881742677.1968012
7330957.991367547,2023-03-11T00:00:00+00:00,889073635.1881688,LUSD / USDC 0.05% fee,889073635.1881688
1725779.706142538,2023-03-12T00:00:00+00:00,890799414.8943113,LUSD / USDC 0.05% fee,890799414.8943113
6655210.154705423,2023-03-13T00:00:00+00:00,897454625.0490167,LUSD / USDC 0.05% fee,897454625.0490167
5890101.202335696,2023-03-14T00:00:00+00:00,903344726.2513524,LUSD / USDC 0.05% fee,903344726.2513524
11030413.365866983,2023-03-15T00:00:00+00:00,914375139.6172194,LUSD / USDC 0.05% fee,914375139.6172194
6738113.97260429,2023-03-16T00:00:00+00:00,921113253.5898236,LUSD / USDC 0.05% fee,921113253.5898237
4843720.941938556,2023-03-17T00:00:00+00:00,925956974.5317622,LUSD / USDC 0.05% fee,925956974.5317622
9866035.429847697,2023-03-18T00:00:00+00:00,935823009.96161,LUSD / USDC 0.05% fee,935823009.96161
5227175.715887751,2023-03-19T00:00:00+00:00,941050185.6774976,LUSD / USDC 0.05% fee,941050185.6774977
3195378.59025532,2023-03-20T00:00:00+00:00,944245564.267753,LUSD / USDC 0.05% fee,944245564.267753
2989500.962673435,2023-03-21T00:00:00+00:00,947235065.2304264,LUSD / USDC 0.05% fee,947235065.2304264
5785303.915697411,2023-03-22T00:00:00+00:00,953020369.146124,LUSD / USDC 0.05% fee,953020369.1461239
11820751.26195161,2023-03-23T00:00:00+00:00,964841120.4080756,LUSD / USDC 0.05% fee,964841120.4080755
1790474.658215005,2023-03-24T00:00:00+00:00,966631595.0662904,LUSD / USDC 0.05% fee,966631595.0662905
2140465.437823481,2023-03-25T00:00:00+00:00,968772060.504114,LUSD / USDC 0.05% fee,968772060.504114
5378465.069621866,2023-03-26T00:00:00+00:00,974150525.5737358,LUSD / USDC 0.05% fee,974150525.5737358
9245276.314495271,2023-03-27T00:00:00+00:00,983395801.8882312,LUSD / USDC 0.05% fee,983395801.8882312
5155214.804789698,2023-03-28T00:00:00+00:00,988551016.6930208,LUSD / USDC 0.05% fee,988551016.6930208
3424347.4790042103,2023-03-29T00:00:00+00:00,991975364.1720252,LUSD / USDC 0.05% fee,991975364.1720251
2102071.275584752,2023-03-30T00:00:00+00:00,994077435.4476098,LUSD / USDC 0.05% fee,994077435.4476098
1179935.7154117397,2023-03-31T00:00:00+00:00,995257371.1630216,LUSD / USDC 0.05% fee,995257371.1630216
6178278.405588351,2023-04-01T00:00:00+00:00,1001435649.5686098,LUSD / USDC 0.05% fee,1001435649.5686098
1820911.980888196,2023-04-02T00:00:00+00:00,1003256561.549498,LUSD / USDC 0.05% fee,1003256561.5494981
1919144.6561643635,2023-04-03T00:00:00+00:00,1005175706.2056624,LUSD / USDC 0.05% fee,1005175706.2056625
2960376.258962671,2023-04-04T00:00:00+00:00,1008136082.4646252,LUSD / USDC 0.05% fee,1008136082.4646251
7337691.476972511,2023-04-05T00:00:00+00:00,1015473773.9415976,LUSD / USDC 0.05% fee,1015473773.9415976
3112545.686952052,2023-04-06T00:00:00+00:00,1018586319.6285496,LUSD / USDC 0.05% fee,1018586319.6285497
2132309.3191782883,2023-04-07T00:00:00+00:00,1020718628.947728,LUSD / USDC 0.05% fee,1020718628.9477279
1088605.6171159502,2023-04-08T00:00:00+00:00,1021807234.564844,LUSD / USDC 0.05% fee,1021807234.5648439
3547326.593198502,2023-04-09T00:00:00+00:00,1025354561.1580424,LUSD / USDC 0.05% fee,1025354561.1580424
1847053.153343198,2023-04-10T00:00:00+00:00,1027201614.3113856,LUSD / USDC 0.05% fee,1027201614.3113856
2154297.5943687027,2023-04-11T00:00:00+00:00,1029355911.9057544,LUSD / USDC 0.05% fee,1029355911.9057543
4739870.591213016,2023-04-12T00:00:00+00:00,1034095782.4969672,LUSD / USDC 0.05% fee,1034095782.4969673
8336335.848824924,2023-04-13T00:00:00+00:00,1042432118.3457924,LUSD / USDC 0.05% fee,1042432118.3457923
4759708.319683695,2023-04-14T00:00:00+00:00,1047191826.665476,LUSD / USDC 0.05% fee,1047191826.665476
1537410.0506981628,2023-04-15T00:00:00+00:00,1048729236.716174,LUSD / USDC 0.05% fee,1048729236.7161741
1884005.6827504183,2023-04-16T00:00:00+00:00,1050613242.3989244,LUSD / USDC 0.05% fee,1050613242.3989245
1647521.0602755167,2023-04-17T00:00:00+00:00,1052260763.4592,LUSD / USDC 0.05% fee,1052260763.4592
3503779.4725125777,2023-04-18T00:00:00+00:00,1055764542.9317126,LUSD / USDC 0.05% fee,1055764542.9317126
10948051.891608994,2023-04-19T00:00:00+00:00,1066712594.8233216,LUSD / USDC 0.05% fee,1066712594.8233216
4488461.338141335,2023-04-20T00:00:00+00:00,1071201056.1614628,LUSD / USDC 0.05% fee,1071201056.1614629
10300024.832617538,2023-04-21T00:00:00+00:00,1081501080.9940803,LUSD / USDC 0.05% fee,1081501080.9940805
1882395.803969798,2023-04-22T00:00:00+00:00,1083383476.7980502,LUSD / USDC 0.05% fee,1083383476.7980502
1787198.1663687755,2023-04-23T00:00:00+00:00,1085170674.9644191,LUSD / USDC 0.05% fee,1085170674.9644191
2179676.499473391,2023-04-24T00:00:00+00:00,1087350351.4638925,LUSD / USDC 0.05% fee,1087350351.4638925
2224460.714195529,2023-04-25T00:00:00+00:00,1089574812.178088,LUSD / USDC 0.05% fee,1089574812.178088
10055167.932492996,2023-04-26T00:00:00+00:00,1099629980.110581,LUSD / USDC 0.05% fee,1099629980.110581
2374923.103645986,2023-04-27T00:00:00+00:00,1102004903.214227,LUSD / USDC 0.05% fee,1102004903.214227
634372.4000156211,2023-04-28T00:00:00+00:00,1102639275.6142426,LUSD / USDC 0.05% fee,1102639275.6142426
2028550.9861084088,2023-04-29T00:00:00+00:00,1104667826.600351,LUSD / USDC 0.05% fee,1104667826.600351
1122625.176629159,2023-04-30T00:00:00+00:00,1105790451.7769802,LUSD / USDC 0.05% fee,1105790451.7769802
1434125.7165547677,2023-05-01T00:00:00+00:00,1107224577.4935348,LUSD / USDC 0.05% fee,1107224577.4935348
1126088.2933498172,2023-05-02T00:00:00+00:00,1108350665.7868848,LUSD / USDC 0.05% fee,1108350665.7868848
891219.2154736461,2023-05-03T00:00:00+00:00,1109241885.0023584,LUSD / USDC 0.05% fee,1109241885.0023584
6260339.324047267,2023-05-04T00:00:00+00:00,1115502224.3264058,LUSD / USDC 0.05% fee,1115502224.3264058
1924840.4160808087,2023-05-05T00:00:00+00:00,1117427064.7424865,LUSD / USDC 0.05% fee,1117427064.7424865
978792.8013243593,2023-05-06T00:00:00+00:00,1118405857.5438108,LUSD / USDC 0.05% fee,1118405857.5438108
874914.1429744677,2023-05-07T00:00:00+00:00,1119280771.6867852,LUSD / USDC 0.05% fee,1119280771.6867852
4439107.81371789,2023-05-08T00:00:00+00:00,1123719879.500503,LUSD / USDC 0.05% fee,1123719879.500503
4495356.28369594,2023-05-09T00:00:00+00:00,1128215235.784199,LUSD / USDC 0.05% fee,1128215235.784199
3513893.071242171,2023-05-10T00:00:00+00:00,1131729128.855441,LUSD / USDC 0.05% fee,1131729128.8554413
2986250.232658238,2023-05-11T00:00:00+00:00,1134715379.0880997,LUSD / USDC 0.05% fee,1134715379.0880995
3432862.3995048106,2023-05-12T00:00:00+00:00,1138148241.4876044,LUSD / USDC 0.05% fee,1138148241.4876044
820030.5971620538,2023-05-13T00:00:00+00:00,1138968272.0847664,LUSD / USDC 0.05% fee,1138968272.0847664
2066204.0083460447,2023-05-14T00:00:00+00:00,1141034476.0931125,LUSD / USDC 0.05% fee,1141034476.0931125
988654.9889536304,2023-05-15T00:00:00+00:00,1142023131.082066,LUSD / USDC 0.05% fee,1142023131.082066
312034.64194233145,2023-05-16T00:00:00+00:00,1142335165.7240083,LUSD / USDC 0.05% fee,1142335165.7240083
11008260.381472286,2023-05-17T00:00:00+00:00,1153343426.105481,LUSD / USDC 0.05% fee,1153343426.1054807
5532060.872418327,2023-05-18T00:00:00+00:00,1158875486.977899,LUSD / USDC 0.05% fee,1158875486.977899
1288508.725736828,2023-05-19T00:00:00+00:00,1160163995.703636,LUSD / USDC 0.05% fee,1160163995.703636
948985.0366343822,2023-05-20T00:00:00+00:00,1161112980.74027,LUSD / USDC 0.05% fee,1161112980.7402701
718246.5257723866,2023-05-21T00:00:00+00:00,1161831227.2660427,LUSD / USDC 0.05% fee,1161831227.2660427
461986.1006503872,2023-05-22T00:00:00+00:00,1162293213.366693,LUSD / USDC 0.05% fee,1162293213.366693
5987994.827969183,2023-05-23T00:00:00+00:00,1168281208.194662,LUSD / USDC 0.05% fee,1168281208.194662
4104515.867984196,2023-05-24T00:00:00+00:00,1172385724.0626464,LUSD / USDC 0.05% fee,1172385724.0626464
1202349.2266801302,2023-05-25T00:00:00+00:00,1173588073.2893264,LUSD / USDC 0.05% fee,1173588073.2893264
1232174.150601894,2023-05-26T00:00:00+00:00,1174820247.4399283,LUSD / USDC 0.05% fee,1174820247.4399283
4754.970486758794,2023-05-27T00:00:00+00:00,1174825002.4104152,LUSD / USDC 0.05% fee,1174825002.4104152
169.140587277508,2021-05-04T00:00:00+00:00,169.140587277508,USDC / USDT 0.05% fee,169.140587277508
2447300.5668966323,2021-05-05T00:00:00+00:00,2447469.70748391,USDC / USDT 0.05% fee,2447469.70748391
15377633.327563182,2021-05-06T00:00:00+00:00,17825103.03504709,USDC / USDT 0.05% fee,17825103.03504709
17175543.887944072,2021-05-07T00:00:00+00:00,35000646.922991164,USDC / USDT 0.05% fee,35000646.922991164
22696056.931349047,2021-05-08T00:00:00+00:00,57696703.85434021,USDC / USDT 0.05% fee,57696703.85434021
26641573.612766407,2021-05-09T00:00:00+00:00,84338277.46710661,USDC / USDT 0.05% fee,84338277.46710661
47994984.301310375,2021-05-10T00:00:00+00:00,132333261.768417,USDC / USDT 0.05% fee,132333261.768417
39096706.39174679,2021-05-11T00:00:00+00:00,171429968.1601638,USDC / USDT 0.05% fee,171429968.1601638
52123907.10370214,2021-05-12T00:00:00+00:00,223553875.26386592,USDC / USDT 0.05% fee,223553875.26386592
65470778.08105775,2021-05-13T00:00:00+00:00,289024653.3449237,USDC / USDT 0.05% fee,289024653.3449237
47375539.48022283,2021-05-14T00:00:00+00:00,336400192.8251465,USDC / USDT 0.05% fee,336400192.8251465
44367131.30818884,2021-05-15T00:00:00+00:00,380767324.13333535,USDC / USDT 0.05% fee,380767324.13333535
90072904.04436114,2021-05-16T00:00:00+00:00,470840228.17769647,USDC / USDT 0.05% fee,470840228.17769647
143293490.67543128,2021-05-17T00:00:00+00:00,614133718.8531277,USDC / USDT 0.05% fee,614133718.8531277
188025613.4986997,2021-05-18T00:00:00+00:00,802159332.3518275,USDC / USDT 0.05% fee,802159332.3518275
299428521.134087,2021-05-19T00:00:00+00:00,1101587853.4859145,USDC / USDT 0.05% fee,1101587853.4859145
190444824.9157461,2021-05-20T00:00:00+00:00,1292032678.401661,USDC / USDT 0.05% fee,1292032678.4016604
182415261.1034076,2021-05-21T00:00:00+00:00,1474447939.5050683,USDC / USDT 0.05% fee,1474447939.505068
